fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,step,stored_timestamp
5080,2.6.2,50,193.0.14.129,4,193.0.14.129,63.222.200.5,ICMP,58.0,32,"[{'rtt': 181.355448}, {'rtt': 181.442026}, {'rtt': 181.351095}]",0,3,3,181.351095,181.442026,181.3828563333333,1001,1002785,1789762438,Ping,63.222.200.5,ping,240,1789762446
5080,2.6.2,66,193.0.14.129,4,193.0.14.129,192.168.69.132,ICMP,61.0,32,"[{'rtt': 47.669762}, {'rtt': 36.504196}, {'rtt': 30.41941}]",0,3,3,30.41941,47.669762,38.19778933333333,1001,1002792,1789762393,Ping,85.233.1.52,ping,240,1789762458
5020,2.2.1,51,193.0.14.129,4,193.0.14.129,192.168.1.41,ICMP,49.0,32,"[{'rtt': 178.257344}, {'rtt': 178.10151}, {'rtt': 178.328064}]",0,3,3,178.10151,178.328064,178.22897266666666,1001,1002822,1789762409,Ping,86.69.239.202,ping,240,1789762484
5080,2.6.2,49,193.0.14.129,4,193.0.14.129,91.222.5.18,ICMP,59.0,32,"[{'rtt': 0.663762}, {'rtt': 0.595036}, {'rtt': 0.783914}]",0,3,3,0.595036,0.783914,0.680904,1001,1002834,1789762416,Ping,91.222.5.18,ping,240,1789762499
5080,2.6.2,12,193.0.14.129,4,193.0.14.129,63.222.184.9,ICMP,58.0,32,"[{'rtt': 91.88247}, {'rtt': 91.8802}, {'rtt': 91.904044}]",0,3,3,91.8802,91.904044,91.88890466666668,1001,1002841,1789762400,Ping,63.222.184.9,ping,240,1789762452
5020,2.2.1,19,193.0.14.129,4,193.0.14.129,172.17.0.4,ICMP,57.0,32,"[{'rtt': 12.588337}, {'rtt': 12.472194}, {'rtt': 12.488157}]",0,3,3,12.472194,12.588337,12.516229333333333,1001,1002842,1789762404,Ping,103.168.241.129,ping,240,1789762450
5130,2.6.4,6,193.0.14.129,4,193.0.14.129,172.31.254.1,ICMP,45.0,32,"[{'rtt': 298.067099}, {'rtt': 297.930605}, {'rtt': 297.891978}]",0,3,3,297.891978,298.067099,297.96322733333335,1001,1002888,1789762380,Ping,198.27.74.9,ping,240,1789762484
5120,2.6.4,31,193.0.14.129,4,193.0.14.129,217.24.206.244,ICMP,62.0,32,"[{'rtt': 2.114793}, {'rtt': 2.07818}, {'rtt': 2.132417}]",0,3,3,2.07818,2.132417,2.1084633333333334,1001,1002920,1789762435,Ping,217.24.206.244,ping,240,1789762467
5120,2.6.4,7,193.0.14.129,4,193.0.14.129,192.168.1.16,ICMP,252.0,32,"[{'rtt': 38.244208}, {'rtt': 39.061138}, {'rtt': 35.565067}]",0,3,3,35.565067,39.061138,37.623471,1001,1002928,1789762411,Ping,24.56.48.254,ping,240,1789762462
5080,2.6.2,41,193.0.14.129,4,193.0.14.129,10.220.217.12,ICMP,54.0,32,"[{'rtt': 86.693986}, {'rtt': 86.338992}, {'rtt': 86.202285}]",0,3,3,86.202285,86.693986,86.41175433333335,1001,1002934,1789762394,Ping,91.132.193.248,ping,240,1789762484
5080,2.6.3,8,193.0.14.129,4,193.0.14.129,82.119.102.146,ICMP,54.0,32,"[{'rtt': 57.554394}, {'rtt': 41.773389}, {'rtt': 41.533511}]",0,3,3,41.533511,57.554394,46.95376466666667,1001,1003039,1789762400,Ping,82.119.102.146,ping,240,1789762468
5030,2.4.0,14,193.0.14.129,4,193.0.14.129,10.0.10.13,ICMP,63.0,32,"[{'rtt': 1.093462}, {'rtt': 0.59886}, {'rtt': 0.533101}]",0,3,3,0.533101,1.093462,0.7418076666666668,1001,1003045,1789762414,Ping,185.149.62.1,ping,240,1789762463
5130,2.6.4,44,193.0.14.129,4,193.0.14.129,10.1.10.29,ICMP,60.0,32,"[{'rtt': 12.220803}, {'rtt': 12.339044}, {'rtt': 12.999595}]",0,3,3,12.220803,12.999595,12.519813999999998,1001,1003055,1789762393,Ping,178.22.252.161,ping,240,1789762478
5130,2.6.4,244206,193.0.14.129,4,193.0.14.129,10.165.69.18,ICMP,60.0,32,"[{'rtt': 6.493341}, {'rtt': 5.45157}, {'rtt': 5.37843}]",0,3,3,5.37843,6.493341,5.774446999999999,1001,1003060,1789762419,Ping,90.201.57.12,ping,240,1789762483
5080,2.6.3,53,193.0.14.129,4,193.0.14.129,82.65.101.137,ICMP,60.0,32,"[{'rtt': 17.584233}, {'rtt': 18.255039}, {'rtt': 18.036692}]",0,3,3,17.584233,18.255039,17.958654666666664,1001,1003061,1789762408,Ping,82.65.101.137,ping,240,1789762489
5030,2.4.0,25,193.0.14.129,4,193.0.14.129,94.23.167.242,ICMP,49.0,32,"[{'rtt': 295.587741}, {'rtt': 295.523996}, {'rtt': 295.431204}]",0,3,3,295.431204,295.587741,295.5143136666666,1001,1003071,1789762387,Ping,94.23.167.242,ping,240,1789762551
5030,2.4.0,34,193.0.14.129,4,193.0.14.129,87.253.188.197,ICMP,59.0,32,"[{'rtt': 14.698226}, {'rtt': 14.702299}, {'rtt': 14.77522}]",0,3,3,14.698226,14.77522,14.725248333333333,1001,1003087,1789762420,Ping,87.253.188.197,ping,240,1789762453
5030,2.4.0,11,193.0.14.129,4,193.0.14.129,87.253.188.130,ICMP,59.0,32,"[{'rtt': 14.68621}, {'rtt': 14.600861}, {'rtt': 14.583324}]",0,3,3,14.583324,14.68621,14.623465000000001,1001,1003097,1789762400,Ping,87.253.188.130,ping,240,1789762450
5030,2.4.0,31,193.0.14.129,4,193.0.14.129,193.26.120.237,ICMP,53.0,32,"[{'rtt': 14.008835}, {'rtt': 13.886729}, {'rtt': 14.032675}]",0,3,3,13.886729,14.032675,13.976079666666665,1001,1003100,1789762380,Ping,193.26.120.237,ping,240,1789762459
5130,2.6.4,43,193.0.14.129,4,193.0.14.129,10.88.0.130,ICMP,51.0,32,"[{'rtt': 3.553783}, {'rtt': 3.350396}, {'rtt': 3.420746}]",0,3,3,3.350396,3.553783,3.441641666666667,1001,1003108,1789762401,Ping,37.72.149.23,ping,240,1789762467
5080,2.6.3,44,193.0.14.129,4,193.0.14.129,45.13.107.197,ICMP,62.0,32,"[{'rtt': 35.886732}, {'rtt': 36.020535}, {'rtt': 36.189031}]",0,3,3,35.886732,36.189031,36.032099333333335,1001,1003130,1789762410,Ping,45.13.107.197,ping,240,1789762498
5080,2.6.3,10,193.0.14.129,4,193.0.14.129,172.16.94.11,ICMP,49.0,20,"[{'rtt': 18.037955}, {'rtt': 17.137186}, {'rtt': 17.821787}]",0,3,3,17.137186,18.037955,17.665642666666667,1001,1003197,1789762382,Ping,93.99.27.2,ping,240,1789762552
5130,2.6.4,64,193.0.14.129,4,193.0.14.129,10.0.3.13,ICMP,51.0,32,"[{'rtt': 164.844188}, {'rtt': 164.724025}, {'rtt': 164.701975}]",0,3,3,164.701975,164.844188,164.75672933333334,1001,1003233,1789762426,Ping,126.129.187.8,ping,240,1789762480
5080,2.6.3,13,193.0.14.129,4,193.0.14.129,100.125.142.116,ICMP,51.0,32,"[{'rtt': 16.671746}, {'rtt': 16.442663}, {'rtt': 16.660658}]",0,3,3,16.442663,16.671746,16.591689,1001,1003290,1789762428,Ping,85.193.38.116,ping,240,1789762473
5080,2.6.3,97,193.0.14.129,4,193.0.14.129,46.190.58.23,ICMP,61.0,32,"[{'rtt': 68.611167}, {'rtt': 45.760142}, {'rtt': 51.896825}]",0,3,3,45.760142,68.611167,55.42271133333333,1001,1003309,1789762410,Ping,46.190.58.23,ping,240,1789762441
5080,2.6.3,7,193.0.14.129,4,193.0.14.129,89.72.118.62,ICMP,56.0,32,"[{'rtt': 18.984473}, {'rtt': 17.351015}, {'rtt': 14.501782}]",0,3,3,14.501782,18.984473,16.945756666666664,1001,1003333,1789762409,Ping,89.72.118.62,ping,240,1789762462
5100,2.6.4,39,193.0.14.129,4,193.0.14.129,10.32.40.7,ICMP,58.0,32,"[{'rtt': 11.221633}, {'rtt': 9.471101}, {'rtt': 6.7978}]",0,3,3,6.7978,11.221633,9.163511333333334,1001,1003373,1789762418,Ping,91.65.20.30,ping,240,1789762492
5130,2.6.4,47,193.0.14.129,4,193.0.14.129,10.0.0.167,ICMP,58.0,32,"[{'rtt': 10.291015}, {'rtt': 10.175141}, {'rtt': 10.352125}]",0,3,3,10.175141,10.352125,10.272760333333332,1001,1003378,1789762435,Ping,108.129.146.82,ping,240,1789762508
5130,2.6.4,64,193.0.14.129,4,193.0.14.129,10.0.0.235,ICMP,54.0,32,"[{'rtt': 126.211722}, {'rtt': 126.254254}, {'rtt': 126.284879}]",0,3,3,126.211722,126.284879,126.250285,1001,1003379,1789762385,Ping,43.205.253.94,ping,240,1789762439
5130,2.6.4,33,193.0.14.129,4,193.0.14.129,10.0.0.96,ICMP,50.0,32,"[{'rtt': 38.391624}, {'rtt': 38.461192}, {'rtt': 38.451435}]",0,3,3,38.391624,38.461192,38.434750333333334,1001,1003386,1789762415,Ping,18.116.31.90,ping,240,1789762504
5130,2.6.4,34,193.0.14.129,4,193.0.14.129,10.0.0.158,ICMP,55.0,32,"[{'rtt': 55.347663}, {'rtt': 55.352144}, {'rtt': 57.539301}]",0,3,3,55.347663,57.539301,56.07970266666666,1001,1003387,1789762429,Ping,52.53.164.251,ping,240,1789762458
5080,2.6.3,30,193.0.14.129,4,193.0.14.129,87.62.120.141,ICMP,58.0,32,"[{'rtt': 16.334248}, {'rtt': 16.56988}, {'rtt': 16.091895}]",0,3,3,16.091895,16.56988,16.332007666666666,1001,1003415,1789762386,Ping,87.62.120.141,ping,240,1789762467
5040,2.4.1,0,193.0.14.129,4,193.0.14.129,31.24.249.167,ICMP,63.0,32,"[{'rtt': 0.893646}, {'rtt': 0.777274}, {'rtt': 0.834526}]",0,3,3,0.777274,0.893646,0.8351486666666667,1001,1003420,1789762413,Ping,31.24.249.167,ping,240,1789762483
5080,2.6.3,4,193.0.14.129,4,193.0.14.129,192.168.15.10,ICMP,55.0,32,"[{'rtt': 17.085773}, {'rtt': 16.231928}, {'rtt': 12.442833}]",0,3,3,12.442833,17.085773,15.253511333333334,1001,1003444,1789762389,Ping,89.176.102.187,ping,240,1789762444
5130,2.6.4,50,193.0.14.129,4,193.0.14.129,192.168.0.37,ICMP,53.0,32,"[{'rtt': 36.391162}, {'rtt': 37.084322}, {'rtt': 37.810757}]",0,3,3,36.391162,37.810757,37.095413666666666,1001,1003450,1789762438,Ping,176.181.231.65,ping,240,1789762450
5080,2.6.3,11,193.0.14.129,4,193.0.14.129,10.49.35.194,ICMP,57.0,32,"[{'rtt': 9.78026}, {'rtt': 9.386323}, {'rtt': 9.316371}]",0,3,3,9.316371,9.78026,9.494318000000002,1001,1003468,1789762428,Ping,109.164.8.141,ping,240,1789762468
5040,2.4.1,1,193.0.14.129,4,193.0.14.129,10.0.0.222,ICMP,56.0,20,"[{'rtt': 63.908077}, {'rtt': 64.036834}, {'rtt': 63.934521}]",0,3,3,63.908077,64.036834,63.95981066666666,1001,1003469,1789762412,Ping,41.43.11.9,ping,240,1789762464
5130,2.6.4,19,193.0.14.129,4,193.0.14.129,172.16.0.3,ICMP,55.0,32,"[{'rtt': 5.304682}, {'rtt': 7.465017}, {'rtt': 6.174641}]",0,3,3,5.304682,7.465017,6.31478,1001,1003474,1789762432,Ping,87.26.219.202,ping,240,1789762483
5120,2.6.4,26,193.0.14.129,4,193.0.14.129,10.81.100.34,ICMP,56.0,32,"[{'rtt': 42.294857}, {'rtt': 42.212115}, {'rtt': 41.039361}]",0,3,3,41.039361,42.294857,41.84877766666666,1001,1003479,1789762393,Ping,80.73.238.96,ping,240,1789762479
5080,2.6.2,14,193.0.14.129,4,193.0.14.129,192.254.80.69,ICMP,50.0,32,"[{'rtt': 192.185682}, {'rtt': 192.274377}, {'rtt': 192.215233}]",0,3,3,192.185682,192.274377,192.22509733333334,1001,1003484,1789762431,Ping,192.254.80.69,ping,240,1789762484
5100,2.6.4,89,193.0.14.129,4,193.0.14.129,192.168.88.246,ICMP,55.0,20,"[{'rtt': 22.452328}, {'rtt': 21.786597}, {'rtt': 21.913109}]",0,3,3,21.786597,22.452328,22.050678,1001,1003500,1789762410,Ping,86.57.164.201,ping,240,1789762504
5040,2.4.1,43,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,57.0,32,"[{'rtt': 13.520376}, {'rtt': 13.001424}, {'rtt': 13.126302}]",0,3,3,13.001424,13.520376,13.216034,1001,1003539,1789762412,Ping,82.64.30.179,ping,240,1789762475
5080,2.6.2,13,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,60.0,32,"[{'rtt': 20.094074}, {'rtt': 19.909445}, {'rtt': 19.95224}]",0,3,3,19.909445,20.094074,19.985253,1001,1003644,1789762419,Ping,95.174.224.131,ping,240,1789762474
5080,2.6.2,39,193.0.14.129,4,193.0.14.129,62.214.8.211,ICMP,60.0,32,"[{'rtt': 8.118231}, {'rtt': 8.027545}, {'rtt': 8.073749}]",0,3,3,8.027545,8.118231,8.073174999999999,1001,1003655,1789762385,Ping,62.214.8.211,ping,240,1789762475
5040,2.4.1,21,193.0.14.129,4,193.0.14.129,172.17.0.3,ICMP,56.0,32,"[{'rtt': 44.366239}, {'rtt': 44.310075}, {'rtt': 44.182469}]",0,3,3,44.182469,44.366239,44.286260999999996,1001,1003671,1789762391,Ping,185.170.233.29,ping,240,1789762550
5120,2.6.4,43,193.0.14.129,4,193.0.14.129,10.13.0.104,ICMP,57.0,32,"[{'rtt': 37.886042}, {'rtt': 37.770844}, {'rtt': 37.928352}]",0,3,3,37.770844,37.928352,37.861746000000004,1001,1003684,1789762433,Ping,178.63.123.202,ping,240,1789762441
5130,2.6.4,69,193.0.14.129,4,193.0.14.129,65.108.8.158,ICMP,57.0,32,"[{'rtt': 29.201373}, {'rtt': 29.351475}, {'rtt': 29.325424}]",0,3,3,29.201373,29.351475,29.29275733333333,1001,1003695,1789762397,Ping,65.108.8.158,ping,240,1789762450
5130,2.6.4,19,193.0.14.129,4,193.0.14.129,192.168.2.85,ICMP,54.0,32,"[{'rtt': 35.761151}, {'rtt': 34.919084}, {'rtt': 35.435349}]",0,3,3,34.919084,35.761151,35.371861333333335,1001,1003708,1789762434,Ping,143.179.137.106,ping,240,1789762478
5040,2.4.1,60,193.0.14.129,4,193.0.14.129,103.143.136.44,ICMP,59.0,20,"[{'rtt': 43.987577}, {'rtt': 43.921355}, {'rtt': 43.712355}]",0,3,3,43.712355,43.987577,43.87376233333333,1001,1003730,1789762436,Ping,103.143.136.44,ping,240,1789762491
5080,2.6.3,32,193.0.14.129,4,193.0.14.129,100.65.65.99,ICMP,54.0,32,"[{'rtt': 24.925644}, {'rtt': 25.060501}, {'rtt': 17.960678}]",0,3,3,17.960678,25.060501,22.648940999999997,1001,1003739,1789762407,Ping,213.175.51.11,ping,240,1789762510
5040,2.4.1,27,193.0.14.129,4,193.0.14.129,192.168.16.2,ICMP,60.0,32,"[{'rtt': 17.218707}, {'rtt': 17.535034}, {'rtt': 17.717844}]",0,3,3,17.218707,17.717844,17.490528333333334,1001,1003741,1789762412,Ping,87.183.216.75,ping,240,1789762508
5080,2.6.3,40,193.0.14.129,4,193.0.14.129,192.168.100.2,ICMP,59.0,32,"[{'rtt': 10.69827}, {'rtt': 11.0568}, {'rtt': 11.411278}]",0,3,3,10.69827,11.411278,11.055449333333334,1001,1003748,1789762426,Ping,78.141.71.222,ping,240,1789762454
5040,2.4.1,18,193.0.14.129,4,193.0.14.129,192.168.178.225,ICMP,57.0,32,"[{'rtt': 7.285868}, {'rtt': 7.5459}, {'rtt': 7.019941}]",0,3,3,7.019941,7.5459,7.283903,1001,1003754,1789762421,Ping,94.31.111.178,ping,240,1789762456
5080,2.6.2,52,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,60.0,32,"[{'rtt': 14.575643}, {'rtt': 14.789889}, {'rtt': 14.623453}]",0,3,3,14.575643,14.789889,14.662995,1001,1003764,1789762388,Ping,95.174.224.139,ping,240,1789762458
5080,2.6.2,50,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,60.0,32,"[{'rtt': 20.895249}, {'rtt': 21.099825}, {'rtt': 21.125217}]",0,3,3,20.895249,21.125217,21.040097,1001,1003765,1789762396,Ping,95.174.224.141,ping,240,1789762461
5120,2.6.4,17,193.0.14.129,4,193.0.14.129,192.168.102.2,ICMP,54.0,32,"[{'rtt': 37.119443}, {'rtt': 37.58434}, {'rtt': 37.740324}]",0,3,3,37.119443,37.740324,37.481368999999994,1001,1003773,1789762434,Ping,92.148.78.142,ping,240,1789762476
5080,2.5.1,67,193.0.14.129,4,193.0.14.129,195.15.243.154,ICMP,58.0,32,"[{'rtt': 0.709518}, {'rtt': 0.760694}, {'rtt': 0.722603}]",0,3,3,0.709518,0.760694,0.7309383333333334,1001,1003795,1789762382,Ping,195.15.243.154,ping,240,1789762387
5130,2.6.4,34,193.0.14.129,4,193.0.14.129,192.168.42.6,ICMP,57.0,32,"[{'rtt': 96.467608}, {'rtt': 96.137928}, {'rtt': 96.363337}]",0,3,3,96.137928,96.467608,96.32295766666668,1001,1003811,1789762433,Ping,97.119.127.209,ping,240,1789762461
5120,2.6.4,16,193.0.14.129,4,193.0.14.129,192.168.8.210,ICMP,56.0,32,"[{'rtt': 32.101228}, {'rtt': 31.806654}, {'rtt': 32.147602}]",0,3,3,31.806654,32.147602,32.01849466666667,1001,1003835,1789762426,Ping,217.198.140.8,ping,240,1789762473
5080,2.6.2,43,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,60.0,32,"[{'rtt': 18.047877}, {'rtt': 18.034827}, {'rtt': 18.018272}]",0,3,3,18.018272,18.047877,18.033658666666668,1001,1003846,1789762417,Ping,95.174.224.167,ping,240,1789762481
5040,2.4.1,52,193.0.14.129,4,193.0.14.129,178.62.53.191,ICMP,59.0,32,"[{'rtt': 2.616206}, {'rtt': 1.958659}, {'rtt': 1.958968}]",0,3,3,1.958659,2.616206,2.177944333333333,1001,1003887,1789762394,Ping,178.62.53.191,ping,240,1789762459
5080,2.6.2,11,193.0.14.129,4,193.0.14.129,172.17.0.3,ICMP,60.0,32,"[{'rtt': 23.220504}, {'rtt': 23.259104}, {'rtt': 23.128651}]",0,3,3,23.128651,23.259104,23.202753,1001,1003904,1789762429,Ping,95.174.224.163,ping,240,1789762494
5080,2.6.3,9,193.0.14.129,4,193.0.14.129,89.176.141.143,ICMP,56.0,32,"[{'rtt': 19.121428}, {'rtt': 12.281807}, {'rtt': 11.835592}]",0,3,3,11.835592,19.121428,14.412942333333334,1001,1003922,1789762386,Ping,89.176.141.143,ping,240,1789762499
5080,2.6.3,7,193.0.14.129,4,193.0.14.129,89.24.226.234,ICMP,60.0,32,"[{'rtt': 7.04326}, {'rtt': 7.085047}, {'rtt': 6.720165}]",0,3,3,6.720165,7.085047,6.949490666666667,1001,1003923,1789762396,Ping,89.24.226.234,ping,240,1789762447
5080,2.6.2,59,193.0.14.129,4,193.0.14.129,94.72.143.189,ICMP,60.0,32,"[{'rtt': 0.680949}, {'rtt': 0.674383}, {'rtt': 0.724039}]",0,3,3,0.674383,0.724039,0.6931236666666667,1001,1003956,1789762417,Ping,94.72.143.189,ping,240,1789762470
5120,2.6.4,38,193.0.14.129,4,193.0.14.129,172.19.0.2,ICMP,58.0,32,"[{'rtt': 24.804667}, {'rtt': 11.758333}, {'rtt': 13.700963}]",0,3,3,11.758333,24.804667,16.754654333333335,1001,1003959,1789762403,Ping,178.203.223.0,ping,240,1789762490
5080,2.6.2,12,193.0.14.129,4,193.0.14.129,113.113.124.75,ICMP,50.0,32,"[{'rtt': 3.346616}, {'rtt': 3.320884}, {'rtt': 3.345191}]",0,3,3,3.320884,3.346616,3.3375636666666666,1001,1003982,1789762389,Ping,113.113.124.75,ping,240,1789762500
5130,2.6.4,37,193.0.14.129,4,193.0.14.129,10.0.0.125,ICMP,57.0,32,"[{'rtt': 8.221344}, {'rtt': 8.188763}, {'rtt': 8.176029}]",0,3,3,8.176029,8.221344,8.195378666666667,1001,1003991,1789762435,Ping,152.70.80.159,ping,240,1789762444
5090,2.6.4,45,193.0.14.129,4,193.0.14.129,172.16.10.35,ICMP,54.0,32,"[{'rtt': 70.207976}, {'rtt': 70.250379}, {'rtt': 70.411346}]",0,3,3,70.207976,70.411346,70.28990033333332,1001,1004002,1789762392,Ping,45.119.155.29,ping,240,1789762457
5080,2.6.3,52,193.0.14.129,4,193.0.14.129,10.200.218.16,ICMP,54.0,32,"[{'rtt': 13.933441}, {'rtt': 12.746634}, {'rtt': 13.15788}]",0,3,3,12.746634,13.933441,13.279318333333334,1001,1004005,1789762390,Ping,185.112.167.56,ping,240,1789762470
5080,2.6.2,19,193.0.14.129,4,193.0.14.129,192.168.0.117,ICMP,60.0,20,"[{'rtt': 2.90388}, {'rtt': 2.722887}, {'rtt': 3.042874}]",0,3,3,2.722887,3.042874,2.8898803333333336,1001,1004014,1789762425,Ping,77.70.63.172,ping,240,1789762474
5080,2.6.2,77,193.0.14.129,4,193.0.14.129,181.215.183.179,ICMP,59.0,32,"[{'rtt': 32.055468}, {'rtt': 32.083037}, {'rtt': 32.278071}]",0,3,3,32.055468,32.278071,32.138858666666664,1001,1004023,1789762432,Ping,181.215.183.179,ping,240,1789762488
5080,2.6.2,36,193.0.14.129,4,193.0.14.129,155.138.130.164,ICMP,44.0,32,"[{'rtt': 204.997697}, {'rtt': 205.183835}, {'rtt': 205.01252}]",0,3,3,204.997697,205.183835,205.06468399999997,1001,1004029,1789762396,Ping,155.138.130.164,ping,240,1789762490
5080,2.6.2,43,193.0.14.129,4,193.0.14.129,172.105.11.235,ICMP,56.0,32,"[{'rtt': 35.077578}, {'rtt': 35.113719}, {'rtt': 35.152032}]",0,3,3,35.077578,35.152032,35.114443,1001,1004030,1789762406,Ping,172.105.11.235,ping,240,1789762489
5080,2.6.2,97,193.0.14.129,4,193.0.14.129,95.216.209.205,ICMP,54.0,32,"[{'rtt': 34.062755}, {'rtt': 30.410538}, {'rtt': 30.560951}]",0,3,3,30.410538,34.062755,31.678081333333335,1001,1004039,1789762415,Ping,95.216.209.205,ping,240,1789762499
5080,2.6.2,5,193.0.14.129,4,193.0.14.129,51.15.220.200,ICMP,59.0,32,"[{'rtt': 1.00259}, {'rtt': 0.952997}, {'rtt': 1.577074}]",0,3,3,0.952997,1.577074,1.1775536666666666,1001,1004042,1789762384,Ping,51.15.220.200,ping,240,1789762443
5040,2.4.1,53,193.0.14.129,4,193.0.14.129,185.154.154.111,ICMP,56.0,32,"[{'rtt': 13.689124}, {'rtt': 13.705105}, {'rtt': 13.649422}]",0,3,3,13.649422,13.705105,13.681216999999998,1001,1004043,1789762438,Ping,185.154.154.111,ping,240,1789762439
5080,2.6.2,47,193.0.14.129,4,193.0.14.129,185.70.196.227,ICMP,56.0,32,"[{'rtt': 52.042222}, {'rtt': 51.981227}, {'rtt': 51.915809}]",0,3,3,51.915809,52.042222,51.97975266666666,1001,1004054,1789762392,Ping,185.70.196.227,ping,240,1789762452
5080,2.6.2,34,193.0.14.129,4,193.0.14.129,151.115.37.184,ICMP,57.0,32,"[{'rtt': 14.967529}, {'rtt': 14.285507}, {'rtt': 15.19509}]",0,3,3,14.285507,15.19509,14.816042000000001,1001,1004055,1789762380,Ping,151.115.37.184,ping,240,1789762465
5080,2.6.2,22,193.0.14.129,4,193.0.14.129,45.76.186.80,ICMP,56.0,32,"[{'rtt': 40.922846}, {'rtt': 40.879}, {'rtt': 40.922828}]",0,3,3,40.879,40.922846,40.90822466666666,1001,1004064,1789762426,Ping,45.76.186.80,ping,240,1789762462
5080,2.6.2,50,193.0.14.129,4,193.0.14.129,181.214.242.204,ICMP,53.0,32,"[{'rtt': 32.518419}, {'rtt': 32.5712}, {'rtt': 32.483042}]",0,3,3,32.483042,32.5712,32.52422033333333,1001,1004078,1789762416,Ping,181.214.242.204,ping,240,1789762472
5080,2.6.2,38,193.0.14.129,4,193.0.14.129,154.127.52.251,ICMP,50.0,32,"[{'rtt': 79.484789}, {'rtt': 79.588987}, {'rtt': 79.420839}]",0,3,3,79.420839,79.588987,79.498205,1001,1004079,1789762406,Ping,154.127.52.251,ping,240,1789762489
5040,2.4.1,36,193.0.14.129,4,193.0.14.129,45.142.242.6,ICMP,59.0,32,"[{'rtt': 7.264729}, {'rtt': 7.422023}, {'rtt': 6.722053}]",0,3,3,6.722053,7.422023,7.136268333333334,1001,1004088,1789762408,Ping,45.142.242.6,ping,240,1789762487
5080,2.6.2,10,193.0.14.129,4,193.0.14.129,103.147.22.2,ICMP,59.0,32,"[{'rtt': 30.142926}, {'rtt': 30.174625}, {'rtt': 30.202709}]",0,3,3,30.142926,30.202709,30.173419999999997,1001,1004095,1789762392,Ping,103.147.22.2,ping,240,1789762493
5080,2.5.1,55,193.0.14.129,4,193.0.14.129,192.168.2.146,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1004108,1789762439,Ping,,ping,240,1789762512
5040,2.4.1,47,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,51.0,32,"[{'rtt': 4.375131}, {'rtt': 4.967971}, {'rtt': 4.828408}]",0,3,3,4.375131,4.967971,4.723836666666666,1001,1004171,1789762385,Ping,106.107.177.200,ping,240,1789762447
5080,2.6.2,13,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,60.0,32,"[{'rtt': 20.198127}, {'rtt': 20.20147}, {'rtt': 19.945504}]",0,3,3,19.945504,20.20147,20.115033666666665,1001,1004192,1789762435,Ping,95.174.224.147,ping,240,1789762466
5080,2.6.2,17,193.0.14.129,4,193.0.14.129,10.0.8.129,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1004205,1789762388,Ping,,ping,240,1789762477
5100,2.6.4,13,193.0.14.129,4,193.0.14.129,192.168.110.47,ICMP,58.0,32,"[{'rtt': 7.909267}, {'rtt': 8.15538}, {'rtt': 7.662761}]",0,3,3,7.662761,8.15538,7.909136,1001,1004230,1789762415,Ping,89.234.186.172,ping,240,1789762447
5060,2.5.1,12,193.0.14.129,4,193.0.14.129,181.78.184.226,ICMP,60.0,20,"[{'rtt': 151.325419}, {'rtt': 151.192273}, {'rtt': 151.035127}]",0,3,3,151.035127,151.325419,151.184273,1001,1004247,1789762411,Ping,181.78.184.226,ping,240,1789762470
5060,2.5.1,34,193.0.14.129,4,193.0.14.129,181.119.218.234,ICMP,60.0,32,"[{'rtt': 148.635493}, {'rtt': 148.097404}, {'rtt': 148.057405}]",0,3,3,148.057405,148.635493,148.263434,1001,1004279,1789762416,Ping,181.119.218.234,ping,240,1789762503
5060,2.5.1,51,193.0.14.129,4,193.0.14.129,192.168.1.102,ICMP,58.0,32,"[{'rtt': 1.982646}, {'rtt': 1.743351}, {'rtt': 1.695186}]",0,3,3,1.695186,1.982646,1.807061,1001,1004280,1789762429,Ping,179.61.230.60,ping,240,1789762504
5040,2.4.1,65,193.0.14.129,4,193.0.14.129,192.168.22.6,ICMP,55.0,32,"[{'rtt': 23.342197}, {'rtt': 23.777617}, {'rtt': 23.225343}]",0,3,3,23.225343,23.777617,23.448385666666667,1001,1004295,1789762391,Ping,43.130.65.2,ping,240,1789762452
5080,2.6.2,44,193.0.14.129,4,193.0.14.129,192.168.123.8,ICMP,58.0,32,"[{'rtt': 1.81022}, {'rtt': 1.75841}, {'rtt': 1.947116}]",0,3,3,1.75841,1.947116,1.838582,1001,1004303,1789762391,Ping,201.221.250.58,ping,240,1789762467
