fw,mver,lts,dst_name,af,dst_addr,src_addr,proto,ttl,size,result,dup,rcvd,sent,min,max,avg,msm_id,prb_id,timestamp,msm_name,from,type,step,stored_timestamp
5100,2.6.4,-1,193.0.14.129,4,193.0.14.129,10.10.10.12,ICMP,58.0,32,"[{'rtt': 80.039752}, {'rtt': 78.083534}, {'rtt': 79.156792}]",0,3,3,78.083534,80.039752,79.09335933333334,1001,1010207,1789762178,Ping,98.116.40.165,ping,240,1789762252
5130,2.6.4,20,193.0.14.129,4,193.0.14.129,172.18.0.2,ICMP,56.0,32,"[{'rtt': 39.000955}, {'rtt': 34.29599}, {'rtt': 41.191543}]",0,3,3,34.29599,41.191543,38.16282933333333,1001,1010210,1789762157,Ping,9.246.125.29,ping,240,1789762249
5130,2.6.4,31,193.0.14.129,4,193.0.14.129,10.89.0.9,ICMP,54.0,32,"[{'rtt': 42.544183}, {'rtt': 38.111694}, {'rtt': 38.077816}]",0,3,3,38.077816,42.544183,39.577897666666665,1001,1010211,1789762166,Ping,167.235.242.214,ping,240,1789762248
5130,2.6.4,35,193.0.14.129,4,193.0.14.129,167.172.141.124,ICMP,54.0,32,"[{'rtt': 123.484578}, {'rtt': 122.214594}, {'rtt': 122.202002}]",0,3,3,122.202002,123.484578,122.63372466666665,1001,1010218,1789762177,Ping,167.172.141.124,ping,240,1789762253
5130,2.6.4,289557,193.0.14.129,4,193.0.14.129,192.168.179.19,ICMP,58.0,32,"[{'rtt': 22.171586}, {'rtt': 35.008155}, {'rtt': 52.240413}]",0,3,3,22.171586,52.240413,36.47338466666667,1001,1010220,1789762190,Ping,188.195.177.226,ping,240,1789762277
5080,2.6.3,5,193.0.14.129,4,193.0.14.129,45.233.101.19,ICMP,50.0,32,"[{'rtt': 265.57011}, {'rtt': 265.353765}, {'rtt': 266.717376}]",0,3,3,265.353765,266.717376,265.880417,1001,1010235,1789762160,Ping,45.233.101.19,ping,240,1789762215
5130,2.6.4,61,193.0.14.129,4,193.0.14.129,192.168.1.3,ICMP,59.0,32,"[{'rtt': 16.791881}, {'rtt': 22.017153}, {'rtt': 13.674003}]",0,3,3,13.674003,22.017153,17.494345666666664,1001,1010250,1789762163,Ping,82.65.52.6,ping,240,1789762240
5120,2.6.4,23,193.0.14.129,4,193.0.14.129,10.4.0.230,ICMP,51.0,32,"[{'rtt': 118.91594}, {'rtt': 113.166314}, {'rtt': 116.769102}]",0,3,3,113.166314,118.91594,116.28378533333334,1001,1010262,1789762142,Ping,66.91.6.103,ping,240,1789762249
5100,2.6.4,18,193.0.14.129,4,193.0.14.129,10.66.1.210,ICMP,60.0,32,"[{'rtt': 2.359848}, {'rtt': 2.521952}, {'rtt': 2.168248}]",0,3,3,2.168248,2.521952,2.350016,1001,1010284,1789762157,Ping,103.246.53.105,ping,240,1789762261
5130,2.6.4,56,193.0.14.129,4,193.0.14.129,10.21.1.151,ICMP,48.0,32,"[{'rtt': 8.887747}, {'rtt': 8.786367}, {'rtt': 8.981324}]",0,3,3,8.786367,8.981324,8.885146,1001,1010291,1789762150,Ping,85.195.211.74,ping,240,1789762204
5130,2.6.4,51,193.0.14.129,4,193.0.14.129,192.168.5.75,ICMP,53.0,32,"[{'rtt': 35.803108}, {'rtt': 35.428931}, {'rtt': 35.675422}]",0,3,3,35.428931,35.803108,35.635820333333335,1001,1010292,1789762194,Ping,82.174.195.1,ping,240,1789762210
5120,2.6.4,5,193.0.14.129,4,193.0.14.129,10.89.7.2,ICMP,59.0,32,"[{'rtt': 20.634991}, {'rtt': 20.378987}, {'rtt': 20.302225}]",0,3,3,20.302225,20.634991,20.438734333333333,1001,1010309,1789762169,Ping,203.12.4.134,ping,240,1789762227
5130,2.6.4,9,193.0.14.129,4,193.0.14.129,192.168.20.12,ICMP,59.0,32,"[{'rtt': 16.682271}, {'rtt': 16.934213}, {'rtt': 16.634562}]",0,3,3,16.634562,16.934213,16.750348666666667,1001,1010310,1789762179,Ping,82.65.234.251,ping,240,1789762236
5120,2.6.4,31,193.0.14.129,4,193.0.14.129,27.18.8.139,ICMP,56.0,32,"[{'rtt': 20.923328}, {'rtt': 20.682202}, {'rtt': 20.382732}]",0,3,3,20.382732,20.923328,20.662754000000003,1001,1010334,1789762172,Ping,27.18.8.139,ping,240,1789762320
5130,2.6.4,19,193.0.14.129,4,193.0.14.129,10.224.2.233,ICMP,47.0,32,"[{'rtt': 311.593276}, {'rtt': 310.390483}, {'rtt': 311.557431}]",0,3,3,310.390483,311.593276,311.18039666666664,1001,1010342,1789762161,Ping,109.190.96.192,ping,240,1789762263
5100,2.6.4,23,193.0.14.129,4,193.0.14.129,192.168.29.61,ICMP,53.0,20,"[{'rtt': 29.384399}, {'rtt': 26.205184}, {'rtt': 29.65026}]",0,3,3,26.205184,29.65026,28.413280999999998,1001,1010349,1789762178,Ping,49.37.33.254,ping,240,1789762220
5080,2.6.2,14,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,36.0,32,"[{'rtt': 304.827796}, {'rtt': 304.431616}]",0,2,2,304.431616,304.827796,304.629706,1001,1010362,1789762174,Ping,117.169.16.209,ping,240,1789762224
5080,2.6.2,4,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,52.0,32,"[{'rtt': 21.302387}, {'rtt': 21.308117}, {'rtt': 21.294894}]",0,3,3,21.294894,21.308117,21.30179933333333,1001,1010365,1789762170,Ping,113.201.180.69,ping,240,1789762230
5100,2.6.4,59,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,53.0,32,"[{'rtt': 2.718131}, {'rtt': 2.110421}, {'rtt': 2.238599}]",0,3,3,2.110421,2.718131,2.355717,1001,1010384,1789762188,Ping,130.83.28.173,ping,240,1789762242
5080,2.6.2,4,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,52.0,32,"[{'rtt': 26.417291}, {'rtt': 26.483911}, {'rtt': 26.717289}]",0,3,3,26.417291,26.717289,26.539497,1001,1010398,1789762140,Ping,107.189.28.90,ping,240,1789762207
5110,2.6.4,7,193.0.14.129,4,193.0.14.129,10.3.240.44,ICMP,54.0,32,"[{'rtt': 20.044641}, {'rtt': 19.669591}, {'rtt': 19.824857}]",0,3,3,19.669591,20.044641,19.846363,1001,1010421,1789762162,Ping,194.255.7.156,ping,240,1789762232
5120,2.6.4,59,193.0.14.129,4,193.0.14.129,192.168.10.20,ICMP,56.0,32,"[{'rtt': 21.230679}, {'rtt': 21.518619}, {'rtt': 21.017908}]",0,3,3,21.017908,21.518619,21.25573533333333,1001,1010426,1789762157,Ping,109.247.206.101,ping,240,1789762218
5100,2.6.4,47672952,193.0.14.129,4,193.0.14.129,204.27.68.151,ICMP,57.0,32,"[{'rtt': 10.363314}, {'rtt': 10.246695}, {'rtt': 10.321252}]",0,3,3,10.246695,10.363314,10.310420333333333,1001,1010429,1789762185,Ping,204.27.68.151,ping,240,1789762666
5110,2.6.4,8,193.0.14.129,4,193.0.14.129,192.168.1.177,ICMP,53.0,32,"[{'rtt': 39.502283}, {'rtt': 40.056647}, {'rtt': 39.67013}]",0,3,3,39.502283,40.056647,39.74302,1001,1010446,1789762143,Ping,154.20.199.199,ping,240,1789762194
5130,2.6.4,81,193.0.14.129,4,193.0.14.129,194.38.20.170,ICMP,57.0,32,"[{'rtt': 22.367729}, {'rtt': 23.060197}, {'rtt': 22.569805}]",0,3,3,22.367729,23.060197,22.665910333333333,1001,1010461,1789762153,Ping,194.38.20.170,ping,240,1789762213
5130,2.6.4,3527011,193.0.14.129,4,193.0.14.129,103.208.85.48,ICMP,63.0,32,"[{'rtt': 0.70955}, {'rtt': 0.733545}, {'rtt': 0.629661}]",0,3,3,0.629661,0.733545,0.6909186666666667,1001,1010469,1789762175,Ping,103.208.85.48,ping,240,1789762340
5110,2.6.4,65,193.0.14.129,4,193.0.14.129,192.168.11.152,ICMP,58.0,32,"[{'rtt': 16.66347}, {'rtt': 19.268706}, {'rtt': 19.34581}]",0,3,3,16.66347,19.34581,18.425995333333333,1001,1010490,1789762168,Ping,89.183.177.210,ping,240,1789762232
5130,2.6.4,16,193.0.14.129,4,193.0.14.129,46.17.113.36,ICMP,61.0,32,"[{'rtt': 15.674793}, {'rtt': 15.676042}, {'rtt': 15.738929}]",0,3,3,15.674793,15.738929,15.696588,1001,1010491,1789762185,Ping,46.17.113.36,ping,240,1789762227
5080,2.6.2,23,193.0.14.129,4,193.0.14.129,172.18.0.9,ICMP,55.0,32,"[{'rtt': 11.377087}, {'rtt': 12.659138}, {'rtt': 11.170271}]",0,3,3,11.170271,12.659138,11.735498666666667,1001,1010524,1789762165,Ping,185.234.9.63,ping,240,1789762203
5130,2.6.4,14,193.0.14.129,4,193.0.14.129,192.168.1.10,ICMP,60.0,32,"[{'rtt': 4.587279}, {'rtt': 4.704694}, {'rtt': 4.886395}]",0,3,3,4.587279,4.886395,4.726122666666666,1001,1010533,1789762158,Ping,86.87.232.56,ping,240,1789762204
5100,2.6.4,49,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,56.0,32,"[{'rtt': 21.20808}, {'rtt': 21.13554}, {'rtt': 21.05477}]",0,3,3,21.05477,21.20808,21.132796666666668,1001,1010540,1789762148,Ping,45.250.254.252,ping,240,1789762230
5130,2.6.4,69,193.0.14.129,4,193.0.14.129,192.168.2.26,ICMP,55.0,32,"[{'rtt': 6.524485}, {'rtt': 6.459341}, {'rtt': 6.774297}]",0,3,3,6.459341,6.774297,6.586041000000001,1001,1010552,1789762178,Ping,185.238.130.214,ping,240,1789762236
5130,2.6.4,48,193.0.14.129,4,193.0.14.129,173.243.64.7,ICMP,60.0,32,"[{'rtt': 13.437706}, {'rtt': 13.423797}, {'rtt': 13.336442}]",0,3,3,13.336442,13.437706,13.399315,1001,1010553,1789762166,Ping,173.243.64.7,ping,240,1789762239
5120,2.6.4,2,193.0.14.129,4,193.0.14.129,10.12.120.160,ICMP,58.0,32,"[{'rtt': 4.287605}, {'rtt': 3.99314}, {'rtt': 4.161028}]",0,3,3,3.99314,4.287605,4.1472576666666665,1001,1010565,1789762188,Ping,217.76.110.83,ping,240,1789762249
5100,2.6.4,0,193.0.14.129,4,193.0.14.129,80.87.217.242,ICMP,59.0,32,"[{'rtt': 6.870489}, {'rtt': 6.759709}, {'rtt': 6.839501}]",0,3,3,6.759709,6.870489,6.823232999999999,1001,1010566,1789762191,Ping,80.87.217.242,ping,240,1789762255
5120,2.6.4,45,193.0.14.129,4,193.0.14.129,172.20.0.100,ICMP,57.0,32,"[{'rtt': 85.376766}, {'rtt': 83.792404}, {'rtt': 84.063626}]",0,3,3,83.792404,85.376766,84.410932,1001,1010581,1789762191,Ping,100.6.131.54,ping,240,1789762213
5130,2.6.4,2,193.0.14.129,4,193.0.14.129,172.28.0.2,ICMP,54.0,32,"[{'rtt': 23.180364}, {'rtt': 23.047863}, {'rtt': 23.070163}]",0,3,3,23.047863,23.180364,23.099463333333336,1001,1010593,1789762158,Ping,49.205.217.86,ping,240,1789762212
5130,2.6.4,1797,193.0.14.129,4,193.0.14.129,172.20.0.2,ICMP,54.0,32,"[{'rtt': 23.232394}, {'rtt': 23.425048}, {'rtt': 23.236503}]",0,3,3,23.232394,23.425048,23.29798166666667,1001,1010593,1789762156,Ping,49.205.217.86,ping,240,1789762937
5120,2.6.4,24,193.0.14.129,4,193.0.14.129,140.233.190.32,ICMP,62.0,32,"[{'rtt': 0.421226}, {'rtt': 0.398895}, {'rtt': 0.35718}]",0,3,3,0.35718,0.421226,0.3924336666666666,1001,1010599,1789762191,Ping,140.233.190.32,ping,240,1789762218
5100,2.6.4,55,193.0.14.129,4,193.0.14.129,192.168.109.32,ICMP,56.0,32,"[{'rtt': 9.407817}, {'rtt': 9.255447}, {'rtt': 9.17266}]",0,3,3,9.17266,9.407817,9.278641333333333,1001,1010602,1789762150,Ping,103.155.190.102,ping,240,1789762234
5130,2.6.4,8233,193.0.14.129,4,193.0.14.129,207.244.199.214,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1010636,1789762147,Ping,207.244.199.214,ping,240,1789765437
5130,2.6.4,19,193.0.14.129,4,193.0.14.129,31.59.58.238,ICMP,56.0,32,"[{'rtt': 7.024264}, {'rtt': 6.875469}, {'rtt': 6.695583}]",0,3,3,6.695583,7.024264,6.865105333333333,1001,1010636,1789762146,Ping,31.59.58.238,ping,240,1789762259
5120,2.6.4,49,193.0.14.129,4,193.0.14.129,192.168.251.5,ICMP,57.0,32,"[{'rtt': 0.562958}, {'rtt': 0.630258}, {'rtt': 0.639065}]",0,3,3,0.562958,0.639065,0.6107603333333333,1001,1010651,1789762192,Ping,193.148.249.129,ping,240,1789762209
5120,2.6.4,57,193.0.14.129,4,193.0.14.129,192.168.213.5,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1010661,1789762160,Ping,194.28.99.218,ping,240,1789762232
5120,2.6.4,7,193.0.14.129,4,193.0.14.129,192.168.214.5,ICMP,58.0,32,"[{'rtt': 35.307507}, {'rtt': 35.202738}, {'rtt': 35.22258}]",0,3,3,35.202738,35.307507,35.244274999999995,1001,1010669,1789762183,Ping,23.154.9.6,ping,240,1789762233
5120,2.6.4,30,193.0.14.129,4,193.0.14.129,192.168.100.100,ICMP,60.0,32,"[{'rtt': 3.431746}, {'rtt': 3.692276}, {'rtt': 3.65545}]",0,3,3,3.431746,3.692276,3.5931573333333335,1001,1010685,1789762157,Ping,77.174.200.126,ping,240,1789762247
5110,2.6.4,33,193.0.14.129,4,193.0.14.129,178.239.171.72,ICMP,58.0,32,"[{'rtt': 16.064176}, {'rtt': 16.052114}, {'rtt': 16.13338}]",0,3,3,16.052114,16.13338,16.083223333333333,1001,1010690,1789762167,Ping,178.239.171.72,ping,240,1789762241
5120,2.6.4,45,193.0.14.129,4,193.0.14.129,185.149.25.52,ICMP,61.0,32,"[{'rtt': 15.908971}, {'rtt': 15.961454}, {'rtt': 16.089201}]",0,3,3,15.908971,16.089201,15.986542,1001,1010691,1789762181,Ping,185.149.25.52,ping,240,1789762200
5110,2.6.4,18,193.0.14.129,4,193.0.14.129,172.17.0.2,ICMP,53.0,32,"[{'rtt': 13.184966}, {'rtt': 13.194133}, {'rtt': 13.33716}]",0,3,3,13.184966,13.33716,13.238753,1001,1010698,1789762148,Ping,82.197.183.112,ping,240,1789762210
5120,2.6.4,84,193.0.14.129,4,193.0.14.129,185.126.255.31,ICMP,56.0,32,"[{'rtt': 20.737449}, {'rtt': 20.734984}, {'rtt': 20.757488}]",0,3,3,20.734984,20.757488,20.743307,1001,1010699,1789762159,Ping,185.126.255.31,ping,240,1789762380
5100,2.6.4,41,193.0.14.129,4,193.0.14.129,192.168.100.164,ICMP,56.0,32,"[{'rtt': 7.590524}, {'rtt': 7.105359}, {'rtt': 7.077285}]",0,3,3,7.077285,7.590524,7.257722666666666,1001,1010701,1789762177,Ping,200.229.6.11,ping,240,1789762258
5110,2.6.4,102,193.0.14.129,4,193.0.14.129,77.242.176.15,ICMP,62.0,32,"[{'rtt': 4.388539}, {'rtt': 4.189142}, {'rtt': 4.254704}]",0,3,3,4.189142,4.388539,4.2774616666666665,1001,1010702,1789762185,Ping,77.242.176.15,ping,240,1789762205
5110,2.6.4,45,193.0.14.129,4,193.0.14.129,172.19.0.2,ICMP,58.0,32,"[{'rtt': 8.205898}, {'rtt': 8.093868}, {'rtt': 8.116077}]",0,3,3,8.093868,8.205898,8.138614333333333,1001,1010722,1789762199,Ping,46.244.11.120,ping,240,1789762231
5120,2.6.4,165,193.0.14.129,4,193.0.14.129,10.143.57.2,ICMP,60.0,32,"[{'rtt': 13.518808}, {'rtt': 6.38929}, {'rtt': 7.313151}]",0,3,3,6.38929,13.518808,9.073749666666666,1001,1010724,1789762144,Ping,103.158.243.14,ping,240,1789762228
5110,2.6.4,33,193.0.14.129,4,193.0.14.129,192.168.99.2,ICMP,51.0,32,"[{'rtt': 45.523147}, {'rtt': 45.518837}, {'rtt': 45.513867}]",0,3,3,45.513867,45.523147,45.518617,1001,1010725,1789762196,Ping,50.146.38.22,ping,240,1789762218
5110,2.6.4,44,193.0.14.129,4,193.0.14.129,172.31.18.143,ICMP,54.0,32,"[{'rtt': 1.90454}, {'rtt': 1.863128}, {'rtt': 1.908563}]",0,3,3,1.863128,1.908563,1.8920769999999998,1001,1010741,1789762167,Ping,13.115.255.190,ping,240,1789762243
5130,2.6.4,1049454,193.0.14.129,4,193.0.14.129,176.32.33.99,ICMP,55.0,32,"[{'rtt': 95.275662}, {'rtt': 95.483252}, {'rtt': 95.308563}]",0,3,3,95.275662,95.483252,95.35582566666666,1001,1010749,1789762194,Ping,176.32.33.99,ping,240,1789762235
5130,2.6.4,714233,193.0.14.129,4,193.0.14.129,212.60.5.208,ICMP,55.0,32,"[{'rtt': 269.769554}, {'rtt': 279.2954}, {'rtt': 269.292828}]",0,3,3,269.292828,279.2954,272.7859273333333,1001,1010751,1789762191,Ping,212.60.5.208,ping,240,1789762236
5130,2.6.4,185536,193.0.14.129,4,193.0.14.129,185.185.68.51,ICMP,55.0,32,"[{'rtt': 222.468073}, {'rtt': 222.129751}, {'rtt': 222.113231}]",0,3,3,222.113231,222.468073,222.23701833333334,1001,1010765,1789762164,Ping,185.185.68.51,ping,240,1789762267
5110,2.6.4,24,193.0.14.129,4,193.0.14.129,172.18.0.2,ICMP,53.0,32,"[{'rtt': 33.176081}, {'rtt': 33.07767}, {'rtt': 33.322081}]",0,3,3,33.07767,33.322081,33.191944,1001,1010790,1789762195,Ping,185.134.50.156,ping,240,1789762236
5120,2.6.4,54,193.0.14.129,4,193.0.14.129,162.254.84.47,ICMP,56.0,32,"[{'rtt': 44.313175}, {'rtt': 40.249733}, {'rtt': 39.880139}]",0,3,3,39.880139,44.313175,41.481015666666664,1001,1010798,1789762170,Ping,162.254.84.47,ping,240,1789762245
5120,2.6.4,44,193.0.14.129,4,193.0.14.129,91.239.208.107,ICMP,61.0,32,"[{'rtt': 11.312296}, {'rtt': 11.280213}, {'rtt': 11.334723}]",0,3,3,11.280213,11.334723,11.309077333333335,1001,1010799,1789762160,Ping,91.239.208.107,ping,240,1789762251
5110,2.6.4,44889823,193.0.14.129,4,193.0.14.129,103.45.246.144,ICMP,51.0,32,"[{'rtt': 48.208221}, {'rtt': 48.153209}, {'rtt': 48.067859}]",0,3,3,48.067859,48.208221,48.143096333333325,1001,1010803,1789762165,Ping,103.45.246.144,ping,240,1789762588
5130,2.6.4,1242433,193.0.14.129,4,193.0.14.129,185.173.37.19,ICMP,54.0,32,"[{'rtt': 98.231263}, {'rtt': 95.051833}, {'rtt': 103.549786}]",0,3,3,95.051833,103.549786,98.944294,1001,1010804,1789762140,Ping,185.173.37.19,ping,240,1789762260
5130,2.6.4,40,193.0.14.129,4,193.0.14.129,45.91.92.179,ICMP,58.0,32,"[{'rtt': 162.794553}, {'rtt': 162.7624}, {'rtt': 162.822586}]",0,3,3,162.7624,162.822586,162.79317966666667,1001,1010816,1789762177,Ping,45.91.92.179,ping,240,1789762267
5130,2.6.4,3,193.0.14.129,4,193.0.14.129,176.126.86.109,ICMP,58.0,32,"[{'rtt': 179.819502}, {'rtt': 179.613446}, {'rtt': 179.533956}]",0,3,3,179.533956,179.819502,179.65563466666666,1001,1010820,1789762146,Ping,176.126.86.109,ping,240,1789762207
5130,2.6.4,74,193.0.14.129,4,193.0.14.129,45.45.217.232,ICMP,50.0,32,"[{'rtt': 185.153152}, {'rtt': 185.033742}, {'rtt': 184.914739}]",0,3,3,184.914739,185.153152,185.03387766666665,1001,1010823,1789762150,Ping,45.45.217.232,ping,240,1789762200
5130,2.6.4,1328657,193.0.14.129,4,193.0.14.129,193.38.234.12,ICMP,44.0,32,"[{'rtt': 223.496979}, {'rtt': 223.547005}, {'rtt': 226.298654}]",0,3,3,223.496979,226.298654,224.44754600000002,1001,1010837,1789762173,Ping,193.38.234.12,ping,240,1789762150
5130,2.6.4,1075030,193.0.14.129,4,193.0.14.129,195.58.49.175,ICMP,54.0,32,"[{'rtt': 84.002669}, {'rtt': 84.081138}, {'rtt': 83.802956}]",0,3,3,83.802956,84.081138,83.96225433333332,1001,1010843,1789762174,Ping,195.58.49.175,ping,240,1789762211
5130,2.6.4,9,193.0.14.129,4,193.0.14.129,45.87.246.154,ICMP,55.0,32,"[{'rtt': 74.672678}, {'rtt': 74.554136}, {'rtt': 74.375308}]",0,3,3,74.375308,74.672678,74.53404066666667,1001,1010844,1789762170,Ping,45.87.246.154,ping,240,1789762218
5120,2.6.4,35,193.0.14.129,4,193.0.14.129,172.104.63.72,ICMP,53.0,32,"[{'rtt': 223.93283}, {'rtt': 223.676562}, {'rtt': 223.839337}]",0,3,3,223.676562,223.93283,223.816243,1001,1010851,1789762142,Ping,172.104.63.72,ping,240,1789762168
5130,2.6.4,44,193.0.14.129,4,193.0.14.129,192.168.178.2,ICMP,55.0,32,"[{'rtt': 9.761841}, {'rtt': 8.597519}, {'rtt': 8.63209}]",0,3,3,8.597519,9.761841,8.99715,1001,1010860,1789762155,Ping,45.83.5.194,ping,240,1789762243
5120,2.6.4,79,193.0.14.129,4,193.0.14.129,216.238.74.9,ICMP,60.0,32,"[{'rtt': 0.822612}, {'rtt': 0.826889}, {'rtt': 0.914384}]",0,3,3,0.822612,0.914384,0.8546283333333333,1001,1010875,1789762148,Ping,216.238.74.9,ping,240,1789762257
5120,2.6.4,3,193.0.14.129,4,193.0.14.129,137.220.60.24,ICMP,45.0,32,"[{'rtt': 180.031599}, {'rtt': 180.046618}, {'rtt': 180.16963}]",0,3,3,180.031599,180.16963,180.08261566666667,1001,1010876,1789762196,Ping,137.220.60.24,ping,240,1789762316
5120,2.6.4,52,193.0.14.129,4,193.0.14.129,139.144.48.232,ICMP,55.0,32,"[{'rtt': 14.795529}, {'rtt': 14.817078}, {'rtt': 14.795598}]",0,3,3,14.795529,14.817078,14.802735,1001,1010883,1789762187,Ping,139.144.48.232,ping,240,1789762213
5120,2.6.4,82,193.0.14.129,4,193.0.14.129,194.195.114.186,ICMP,55.0,32,"[{'rtt': 23.592939}, {'rtt': 23.635278}, {'rtt': 23.603718}]",0,3,3,23.592939,23.635278,23.610645,1001,1010884,1789762160,Ping,194.195.114.186,ping,240,1789762275
5120,2.6.4,52,193.0.14.129,4,193.0.14.129,139.177.197.46,ICMP,56.0,32,"[{'rtt': 35.151191}, {'rtt': 35.121522}, {'rtt': 35.087431}]",0,3,3,35.087431,35.151191,35.120048,1001,1010890,1789762143,Ping,139.177.197.46,ping,240,1789762222
5110,2.6.4,13,193.0.14.129,4,193.0.14.129,172.18.47.165,ICMP,56.0,32,"[{'rtt': 51.468149}, {'rtt': 51.501147}, {'rtt': 51.444325}]",0,3,3,51.444325,51.501147,51.471207,1001,1010899,1789762175,Ping,149.129.215.158,ping,240,1789762226
5110,2.6.4,41,193.0.14.129,4,193.0.14.129,192.168.107.61,ICMP,56.0,32,"[{'rtt': 9.205797}, {'rtt': 9.146627}, {'rtt': 9.114573}]",0,3,3,9.114573,9.205797,9.155665666666666,1001,1010910,1789762146,Ping,103.155.191.254,ping,240,1789762229
5110,2.6.4,22,193.0.14.129,4,193.0.14.129,172.18.0.2,ICMP,58.0,32,"[{'rtt': 50.790724}, {'rtt': 49.127763}, {'rtt': 49.10448}]",0,3,3,49.10448,50.790724,49.67432233333333,1001,1010917,1789762191,Ping,129.213.52.170,ping,240,1789762235
5110,2.6.4,2,193.0.14.129,4,193.0.14.129,172.18.0.2,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1010920,1789762179,Ping,152.70.115.5,ping,240,1789762250
5130,2.6.4,-1,193.0.14.129,4,193.0.14.129,178.237.199.182,ICMP,53.0,32,"[{'rtt': 67.63881}, {'rtt': 67.505121}, {'rtt': 67.534318}]",0,3,3,67.505121,67.63881,67.55941633333333,1001,1010928,1789762157,Ping,178.237.199.182,ping,240,1789762270
5110,2.6.4,1452929,193.0.14.129,4,193.0.14.129,172.23.0.2,ICMP,37.0,32,"[{'rtt': 321.00103}, {'rtt': 335.145133}, {'rtt': 320.099962}]",0,3,3,320.099962,335.145133,325.415375,1001,1010937,1789762173,Ping,117.151.31.71,ping,240,1789762222
5130,2.6.4,1227004,193.0.14.129,4,193.0.14.129,193.168.226.51,ICMP,43.0,32,"[{'rtt': 294.670997}, {'rtt': 294.784669}, {'rtt': 294.773358}]",0,3,3,294.670997,294.784669,294.743008,1001,1010950,1789762156,Ping,193.168.226.51,ping,240,1789762228
5130,2.6.4,1236301,193.0.14.129,4,193.0.14.129,91.217.77.137,ICMP,47.0,32,"[{'rtt': 283.828514}, {'rtt': 283.736945}, {'rtt': 283.71264}]",0,3,3,283.71264,283.828514,283.7593663333333,1001,1010951,1789762146,Ping,91.217.77.137,ping,240,1789762185
5130,2.6.4,854319,193.0.14.129,4,193.0.14.129,188.119.65.159,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1010960,1789762192,Ping,188.119.65.159,ping,240,1789762221
5130,2.6.4,28,193.0.14.129,4,193.0.14.129,185.70.105.46,ICMP,61.0,32,"[{'rtt': 68.271914}, {'rtt': 68.404902}, {'rtt': 68.362507}]",0,3,3,68.271914,68.404902,68.346441,1001,1010967,1789762187,Ping,185.70.105.46,ping,240,1789762230
5130,2.6.4,40,193.0.14.129,4,193.0.14.129,5.188.24.117,ICMP,57.0,32,"[{'rtt': 77.006484}, {'rtt': 76.461616}, {'rtt': 76.632402}]",0,3,3,76.461616,77.006484,76.70016733333334,1001,1010975,1789762152,Ping,5.188.24.117,ping,240,1789762244
5110,2.6.4,67,193.0.14.129,4,193.0.14.129,200.5.63.110,ICMP,62.0,32,"[{'rtt': 7.365995}, {'rtt': 7.263697}, {'rtt': 7.170199}]",0,3,3,7.170199,7.365995,7.266630333333333,1001,1010987,1789762189,Ping,200.5.63.110,ping,240,1789762245
5130,2.6.4,1294195,193.0.14.129,4,193.0.14.129,139.100.224.236,ICMP,61.0,32,"[{'rtt': 65.049423}, {'rtt': 65.077553}, {'rtt': 65.054403}]",0,3,3,65.049423,65.077553,65.06045966666666,1001,1011004,1789762147,Ping,139.100.224.236,ping,240,1789762238
5110,2.6.4,58,193.0.14.129,4,193.0.14.129,10.0.0.176,ICMP,,32,"[{'x': '*'}, {'x': '*'}, {'x': '*'}]",0,0,3,-1.0,-1.0,-1.0,1001,1011020,1789762153,Ping,140.245.120.222,ping,240,1789762230
5130,2.6.4,15891896,193.0.14.129,4,193.0.14.129,185.187.154.70,ICMP,47.0,32,"[{'rtt': 57.368175}, {'rtt': 51.932313}, {'rtt': 58.17059}]",0,3,3,51.932313,58.17059,55.823692666666666,1001,1011034,1789762172,Ping,185.187.154.70,ping,240,1789755059
5110,2.6.4,12,193.0.14.129,4,193.0.14.129,192.168.1.120,ICMP,47.0,32,"[{'rtt': 94.617706}, {'rtt': 94.490936}, {'rtt': 94.264808}]",0,3,3,94.264808,94.617706,94.45781666666666,1001,1011052,1789762142,Ping,95.165.173.122,ping,240,1789762262
5120,2.6.4,21,193.0.14.129,4,193.0.14.129,192.168.1.219,ICMP,42.0,32,"[{'rtt': 153.696769}, {'rtt': 153.751824}, {'rtt': 153.928397}]",0,3,3,153.696769,153.928397,153.79233,1001,1011060,1789762161,Ping,129.65.17.229,ping,240,1789762199
